start...
Finetuning mode
Load outputs/2022-09-03-11-40-46/trained_model/tetris_epoch754_score17400.pt...
Epoch: 1 / 100000, Score: 15000,  block: 301,  Reward: 336.4480 Cleared lines: 120, col: 80/11/6/0 
Epoch: 2 / 100000, Score: 2000,  block: 77,  Reward: 18.1640 Cleared lines: 22, col: 16/3/0/0 
Epoch: 3 / 100000, Score: 14800,  block: 301,  Reward: 555.5760 Cleared lines: 123, col: 73/22/2/0 
Epoch: 4 / 100000, Score: 2700,  block: 90,  Reward: 63.6840 Cleared lines: 25, col: 16/3/1/0 
Epoch: 5 / 100000, Score: 13500,  block: 301,  Reward: 308.6920 Cleared lines: 120, col: 85/16/1/0 
Epoch: 6 / 100000, Score: 15000,  block: 301,  Reward: 293.9120 Cleared lines: 111, col: 56/22/1/2 
Epoch: 7 / 100000, Score: 4500,  block: 134,  Reward: 45.1120 Cleared lines: 46, col: 38/4/0/0 
Epoch: 8 / 100000, Score: 1200,  block: 59,  Reward: 32.8640 Cleared lines: 14, col: 8/3/0/0 
Epoch: 9 / 100000, Score: 5300,  block: 145,  Reward: 77.5560 Cleared lines: 49, col: 36/5/1/0 
Epoch: 10 / 100000, Score: 1900,  block: 81,  Reward: 50.0520 Cleared lines: 23, col: 21/1/0/0 
Epoch: 11 / 100000, Score: 400,  block: 44,  Reward: 15.0440 Cleared lines: 9, col: 9/0/0/0 
Epoch: 12 / 100000, Score: 17200,  block: 301,  Reward: 530.7720 Cleared lines: 120, col: 68/14/4/3 
Epoch: 13 / 100000, Score: 13600,  block: 301,  Reward: 324.3880 Cleared lines: 115, col: 78/14/3/0 
Epoch: 14 / 100000, Score: 11700,  block: 280,  Reward: 277.4720 Cleared lines: 102, col: 77/8/3/0 
Epoch: 15 / 100000, Score: 7900,  block: 188,  Reward: 116.7440 Cleared lines: 65, col: 37/11/2/0 
Epoch: 16 / 100000, Score: 2500,  block: 94,  Reward: 77.0080 Cleared lines: 28, col: 24/2/0/0 
Epoch: 17 / 100000, Score: 9200,  block: 210,  Reward: 265.8920 Cleared lines: 74, col: 43/11/3/0 
Epoch: 18 / 100000, Score: 4700,  block: 137,  Reward: 132.8040 Cleared lines: 45, col: 31/7/0/0 
Epoch: 19 / 100000, Score: 8200,  block: 202,  Reward: 88.0080 Cleared lines: 71, col: 49/8/2/0 
Epoch: 20 / 100000, Score: 14700,  block: 301,  Reward: 323.5240 Cleared lines: 116, col: 78/11/4/1 
Epoch: 21 / 100000, Score: 11100,  block: 269,  Reward: 268.3880 Cleared lines: 97, col: 64/15/1/0 
Epoch: 22 / 100000, Score: 10100,  block: 217,  Reward: 227.3760 Cleared lines: 76, col: 49/8/1/2 
Epoch: 23 / 100000, Score: 15100,  block: 301,  Reward: 304.4000 Cleared lines: 115, col: 63/17/6/0 
Epoch: 24 / 100000, Score: 7300,  block: 172,  Reward: 141.2920 Cleared lines: 59, col: 40/6/1/1 
Epoch: 25 / 100000, Score: 1200,  block: 61,  Reward: 26.5520 Cleared lines: 16, col: 14/1/0/0 
Epoch: 26 / 100000, Score: 15100,  block: 301,  Reward: 527.2040 Cleared lines: 115, col: 72/12/5/1 
Epoch: 27 / 100000, Score: 11900,  block: 295,  Reward: 210.9520 Cleared lines: 108, col: 81/12/1/0 
Epoch: 28 / 100000, Score: 4900,  block: 137,  Reward: 97.7160 Cleared lines: 46, col: 30/8/0/0 
Epoch: 29 / 100000, Score: 1400,  block: 65,  Reward: 23.6640 Cleared lines: 17, col: 13/2/0/0 
Epoch: 30 / 100000, Score: 16600,  block: 301,  Reward: 449.4440 Cleared lines: 116, col: 59/17/5/2 
Epoch: 31 / 100000, Score: 2600,  block: 82,  Reward: 28.9200 Cleared lines: 24, col: 15/3/1/0 
Epoch: 32 / 100000, Score: 7700,  block: 170,  Reward: 144.6560 Cleared lines: 60, col: 40/5/2/1 
Epoch: 33 / 100000, Score: 14400,  block: 301,  Reward: 274.0400 Cleared lines: 115, col: 72/14/5/0 
Epoch: 34 / 100000, Score: 13800,  block: 301,  Reward: 316.8600 Cleared lines: 114, col: 71/17/3/0 
Epoch: 35 / 100000, Score: 7400,  block: 181,  Reward: 111.7040 Cleared lines: 64, col: 39/11/1/0 
Epoch: 36 / 100000, Score: 9800,  block: 233,  Reward: 244.9080 Cleared lines: 82, col: 50/13/2/0 
Epoch: 37 / 100000, Score: -100,  block: 31,  Reward: 30.1440 Cleared lines: 3, col: 1/1/0/0 
Epoch: 38 / 100000, Score: 800,  block: 54,  Reward: 18.5720 Cleared lines: 11, col: 7/2/0/0 
Epoch: 39 / 100000, Score: 14000,  block: 288,  Reward: 289.7720 Cleared lines: 105, col: 63/14/2/2 
Epoch: 40 / 100000, Score: -300,  block: 27,  Reward: 24.2160 Cleared lines: 2, col: 2/0/0/0 
Epoch: 41 / 100000, Score: 8100,  block: 187,  Reward: 91.8840 Cleared lines: 66, col: 41/8/3/0 
Epoch: 42 / 100000, Score: 15800,  block: 301,  Reward: 402.9920 Cleared lines: 122, col: 60/25/4/0 
Epoch: 43 / 100000, Score: 3300,  block: 95,  Reward: 56.3080 Cleared lines: 29, col: 16/5/1/0 
Epoch: 44 / 100000, Score: 5300,  block: 148,  Reward: 123.1680 Cleared lines: 49, col: 31/9/0/0 
Epoch: 45 / 100000, Score: 15400,  block: 301,  Reward: 300.8480 Cleared lines: 118, col: 66/17/6/0 
Epoch: 46 / 100000, Score: 14000,  block: 301,  Reward: 275.9880 Cleared lines: 118, col: 79/15/3/0 
Epoch: 47 / 100000, Score: 7300,  block: 167,  Reward: 151.4240 Cleared lines: 57, col: 30/9/3/0 
Epoch: 48 / 100000, Score: 1100,  block: 56,  Reward: 26.1160 Cleared lines: 14, col: 10/2/0/0 
Epoch: 49 / 100000, Score: 11800,  block: 217,  Reward: 258.0800 Cleared lines: 77, col: 33/12/4/2 
Epoch: 50 / 100000, Score: 14700,  block: 301,  Reward: 209.3240 Cleared lines: 116, col: 69/16/5/0 
Epoch: 51 / 100000, Score: 1700,  block: 40,  Reward: 9.0280 Cleared lines: 12, col: 6/1/0/1 
Epoch: 52 / 100000, Score: 12400,  block: 264,  Reward: 428.6440 Cleared lines: 96, col: 59/12/3/1 
Epoch: 53 / 100000, Score: 5500,  block: 146,  Reward: 142.6200 Cleared lines: 51, col: 38/5/1/0 
Epoch: 54 / 100000, Score: 8500,  block: 210,  Reward: 156.6000 Cleared lines: 74, col: 47/12/1/0 
Epoch: 55 / 100000, Score: 12000,  block: 274,  Reward: 402.2960 Cleared lines: 100, col: 60/17/2/0 
Epoch: 56 / 100000, Score: 4000,  block: 113,  Reward: 104.3120 Cleared lines: 35, col: 29/1/0/1 
Epoch: 57 / 100000, Score: 13700,  block: 301,  Reward: 302.5520 Cleared lines: 117, col: 77/17/2/0 
Epoch: 58 / 100000, Score: 14300,  block: 301,  Reward: 425.0880 Cleared lines: 118, col: 82/13/2/1 
Epoch: 59 / 100000, Score: 6800,  block: 191,  Reward: 112.3760 Cleared lines: 67, col: 55/6/0/0 
Epoch: 60 / 100000, Score: 800,  block: 44,  Reward: 26.8400 Cleared lines: 9, col: 6/0/1/0 
Epoch: 61 / 100000, Score: 13500,  block: 301,  Reward: 294.0120 Cleared lines: 117, col: 81/15/2/0 
Epoch: 62 / 100000, Score: 14200,  block: 301,  Reward: 373.9440 Cleared lines: 116, col: 69/19/3/0 
Epoch: 63 / 100000, Score: 4300,  block: 129,  Reward: 105.5120 Cleared lines: 41, col: 27/7/0/0 
Epoch: 64 / 100000, Score: 2600,  block: 98,  Reward: 82.0000 Cleared lines: 29, col: 25/2/0/0 
Epoch: 65 / 100000, Score: 7300,  block: 178,  Reward: 187.4560 Cleared lines: 62, col: 35/12/1/0 
Epoch: 66 / 100000, Score: 16300,  block: 301,  Reward: 299.4400 Cleared lines: 119, col: 69/15/4/2 
Epoch: 67 / 100000, Score: 6000,  block: 179,  Reward: 133.1480 Cleared lines: 61, col: 53/4/0/0 
Epoch: 68 / 100000, Score: 13600,  block: 301,  Reward: 213.0480 Cleared lines: 117, col: 79/16/2/0 
Epoch: 69 / 100000, Score: 6600,  block: 166,  Reward: 167.8040 Cleared lines: 55, col: 33/8/2/0 
Epoch: 70 / 100000, Score: 9600,  block: 223,  Reward: 193.9760 Cleared lines: 79, col: 45/14/2/0 
Epoch: 71 / 100000, Score: 10500,  block: 264,  Reward: 234.6240 Cleared lines: 95, col: 65/15/0/0 
Epoch: 72 / 100000, Score: 900,  block: 56,  Reward: 60.3680 Cleared lines: 12, col: 8/2/0/0 
Epoch: 73 / 100000, Score: 9600,  block: 211,  Reward: 150.3960 Cleared lines: 74, col: 49/6/3/1 
Epoch: 74 / 100000, Score: 4100,  block: 125,  Reward: 87.3360 Cleared lines: 41, col: 31/5/0/0 
Epoch: 75 / 100000, Score: 6800,  block: 187,  Reward: 150.0360 Cleared lines: 65, col: 49/8/0/0 
Epoch: 76 / 100000, Score: 9800,  block: 211,  Reward: 166.4400 Cleared lines: 74, col: 36/13/4/0 
Epoch: 77 / 100000, Score: 12500,  block: 297,  Reward: 209.7440 Cleared lines: 108, col: 79/10/3/0 
Epoch: 78 / 100000, Score: 5700,  block: 134,  Reward: 110.1040 Cleared lines: 44, col: 27/5/1/1 
Epoch: 79 / 100000, Score: 1100,  block: 60,  Reward: 53.7720 Cleared lines: 14, col: 10/2/0/0 
Epoch: 80 / 100000, Score: 700,  block: 50,  Reward: 21.1600 Cleared lines: 11, col: 9/1/0/0 
Epoch: 81 / 100000, Score: 3700,  block: 111,  Reward: 90.2200 Cleared lines: 34, col: 23/4/1/0 
Epoch: 82 / 100000, Score: 13900,  block: 301,  Reward: 232.9600 Cleared lines: 115, col: 77/13/4/0 
Epoch: 83 / 100000, Score: 9100,  block: 218,  Reward: 160.4120 Cleared lines: 78, col: 56/9/0/1 
Epoch: 84 / 100000, Score: 12000,  block: 279,  Reward: 198.6800 Cleared lines: 102, col: 70/14/0/1 
Epoch: 85 / 100000, Score: 4400,  block: 135,  Reward: 99.7600 Cleared lines: 44, col: 34/5/0/0 
Epoch: 86 / 100000, Score: 10700,  block: 268,  Reward: 270.8560 Cleared lines: 96, col: 64/16/0/0 
Epoch: 87 / 100000, Score: 7800,  block: 178,  Reward: 200.3960 Cleared lines: 61, col: 32/10/3/0 
Epoch: 88 / 100000, Score: 8400,  block: 193,  Reward: 87.6880 Cleared lines: 68, col: 45/8/1/1 
Epoch: 89 / 100000, Score: 14000,  block: 301,  Reward: 317.4920 Cleared lines: 115, col: 75/14/4/0 
Epoch: 90 / 100000, Score: 3900,  block: 101,  Reward: 82.0680 Cleared lines: 30, col: 17/2/3/0 
