start...
Finetuning mode
Load outputs/2022-08-16-23-07-28/trained_model/tetris_epoch192_score176400.pt...
Epoch: 1 / 3000, Score: 158000,  block: 3001,  Reward: 44.8 Cleared lines: 1197, col: 692/215/21/3 
Epoch: 2 / 3000, Score: 175300,  block: 3001,  Reward: 51.5 Cleared lines: 1199, col: 655/204/36/7 
Epoch: 3 / 3000, Score: 30000,  block: 620,  Reward: 7.8 Cleared lines: 233, col: 132/41/5/1 
Epoch: 4 / 3000, Score: 141200,  block: 2650,  Reward: 40.5 Cleared lines: 1047, col: 581/190/26/2 
Epoch: 5 / 3000, Score: 173600,  block: 3001,  Reward: 51.8 Cleared lines: 1194, col: 665/198/35/7 
Epoch: 6 / 3000, Score: 155400,  block: 3001,  Reward: 43.5 Cleared lines: 1196, col: 723/202/19/3 
Epoch: 7 / 3000, Score: 83500,  block: 1613,  Reward: 23.5 Cleared lines: 628, col: 361/110/13/2 
Epoch: 8 / 3000, Score: 164300,  block: 3001,  Reward: 46.7 Cleared lines: 1199, col: 719/203/14/8 
Epoch: 9 / 3000, Score: 161800,  block: 3001,  Reward: 46.7 Cleared lines: 1198, col: 736/189/20/6 
Epoch: 10 / 3000, Score: 171700,  block: 3001,  Reward: 50.8 Cleared lines: 1199, col: 664/210/29/7 
Epoch: 11 / 3000, Score: 156200,  block: 3001,  Reward: 44.0 Cleared lines: 1198, col: 701/206/27/1 
Epoch: 12 / 3000, Score: 155700,  block: 3001,  Reward: 45.0 Cleared lines: 1199, col: 720/201/23/2 
Epoch: 13 / 3000, Score: 10800,  block: 227,  Reward: 2.8 Cleared lines: 74, col: 45/9/1/2 
Epoch: 14 / 3000, Score: 104500,  block: 2044,  Reward: 26.3 Cleared lines: 800, col: 475/136/15/2 
Epoch: 15 / 3000, Score: 159100,  block: 3001,  Reward: 45.4 Cleared lines: 1194, col: 697/205/25/3 
Epoch: 16 / 3000, Score: 71900,  block: 1365,  Reward: 19.8 Cleared lines: 529, col: 314/81/15/2 
Epoch: 17 / 3000, Score: 28500,  block: 661,  Reward: 7.8 Cleared lines: 249, col: 150/45/3/0 
Epoch: 18 / 3000, Score: 166300,  block: 3001,  Reward: 49.0 Cleared lines: 1198, col: 688/211/20/7 
Epoch: 19 / 3000, Score: 161700,  block: 3001,  Reward: 48.0 Cleared lines: 1195, col: 687/214/20/5 
Epoch: 20 / 3000, Score: 65600,  block: 1124,  Reward: 19.5 Cleared lines: 439, col: 233/81/8/5 
Epoch: 21 / 3000, Score: 156100,  block: 3001,  Reward: 45.3 Cleared lines: 1199, col: 715/198/28/1 
Epoch: 22 / 3000, Score: 124000,  block: 2445,  Reward: 34.2 Cleared lines: 961, col: 598/145/23/1 
Epoch: 23 / 3000, Score: 154400,  block: 3001,  Reward: 44.2 Cleared lines: 1191, col: 704/208/21/2 
Epoch: 24 / 3000, Score: 63900,  block: 1303,  Reward: 16.3 Cleared lines: 505, col: 300/83/13/0 
Epoch: 25 / 3000, Score: 25400,  block: 535,  Reward: 6.2 Cleared lines: 198, col: 104/35/8/0 
Epoch: 26 / 3000, Score: 98900,  block: 1980,  Reward: 28.0 Cleared lines: 775, col: 461/134/14/1 
Epoch: 27 / 3000, Score: 166000,  block: 3001,  Reward: 47.8 Cleared lines: 1198, col: 655/224/25/5 
Epoch: 28 / 3000, Score: 179300,  block: 3001,  Reward: 52.8 Cleared lines: 1196, col: 620/226/28/10 
Epoch: 29 / 3000, Score: 161000,  block: 3001,  Reward: 48.3 Cleared lines: 1193, col: 680/214/23/4 
Epoch: 30 / 3000, Score: 21700,  block: 421,  Reward: 5.7 Cleared lines: 152, col: 73/27/7/1 
Epoch: 31 / 3000, Score: 126500,  block: 2529,  Reward: 36.1 Cleared lines: 995, col: 617/168/10/3 
Epoch: 32 / 3000, Score: 154900,  block: 3001,  Reward: 45.0 Cleared lines: 1196, col: 709/208/21/2 
Epoch: 33 / 3000, Score: 98100,  block: 1855,  Reward: 27.7 Cleared lines: 730, col: 411/130/17/2 
Epoch: 34 / 3000, Score: 100000,  block: 1914,  Reward: 29.2 Cleared lines: 749, col: 436/131/13/3 
Epoch: 35 / 3000, Score: 26800,  block: 597,  Reward: 6.1 Cleared lines: 224, col: 127/41/5/0 
Epoch: 36 / 3000, Score: 30900,  block: 664,  Reward: 8.5 Cleared lines: 249, col: 129/51/6/0 
Epoch: 37 / 3000, Score: 148600,  block: 2773,  Reward: 38.6 Cleared lines: 1094, col: 628/196/18/5 
Epoch: 38 / 3000, Score: 156400,  block: 3001,  Reward: 45.1 Cleared lines: 1197, col: 724/199/21/3 
Epoch: 39 / 3000, Score: 38500,  block: 814,  Reward: 10.4 Cleared lines: 310, col: 211/37/7/1 
Epoch: 40 / 3000, Score: 71600,  block: 1469,  Reward: 20.1 Cleared lines: 571, col: 350/95/9/1 
Epoch: 41 / 3000, Score: 141900,  block: 2636,  Reward: 41.2 Cleared lines: 1038, col: 621/167/21/5 
Epoch: 42 / 3000, Score: 49900,  block: 1014,  Reward: 13.4 Cleared lines: 388, col: 226/67/8/1 
